20-Nov-2015 08:17:50 CST  Initiating request to open file file:/eos/uscms/store/user/skalafut/WR/13TeV/RunIISpring15_MiniAODBkgndFiles/DYJetsToLL_M_200to400_amcnlo_13TeV_25ns_reMiniAOD_26kevts.root
20-Nov-2015 08:17:52 CST  Successfully opened file file:/eos/uscms/store/user/skalafut/WR/13TeV/RunIISpring15_MiniAODBkgndFiles/DYJetsToLL_M_200to400_amcnlo_13TeV_25ns_reMiniAOD_26kevts.root
Begin processing the 1st record. Run 1, Event 40289, LumiSection 68 at 20-Nov-2015 08:17:52.993 CST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
   22 |     3 -          s | 71 |    1    1   -1   -1 |  1  0 |   5.670     -1.861  0.307 |      5.404      1.716    -17.787    0.500 |
   23 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   2.812     -1.621  3.027 |     -2.794      0.321     -6.835    0.938 |
   24 |     4 -          c | 71 |    6    6   26   26 |  1  1 |  41.625     -1.205  0.401 |     38.323     16.248    -63.197    1.500 |
   25 |    21 -          g | 71 |    1    1   26   26 |  1  1 |   6.550     -1.989  0.876 |      4.194      5.030    -23.478    0.000 |
   26 |   411 -         D+ |  2 |    0   25   80   80 |  4  1 |  20.681     -1.211  0.397 |     19.071      7.998    -31.647    1.870 |
   27 |    21 -          g | 71 |    0    1   28   29 |  2  2 |   5.202      0.525  1.030 |      2.677      4.460      2.861    0.585 |
   28 |  2212 -         p+ |  1 |    0   27   -1   -1 |  3  0 |   1.911      0.103  1.026 |      0.991      1.634      0.198    0.938 |
   29 |  2212 -         p+ |  1 |    0   27   -1   -1 |  3  0 |   2.761      1.051  0.919 |      1.674      2.195      3.468    0.938 |
   30 |     3 -          s | 71 |    0    1   65   65 |  2  1 |   6.522     -1.478  2.320 |     -4.440      4.777    -13.558    0.500 |
   31 |    21 -          g | 71 |    1    1   65   65 |  1  1 |   5.879     -3.867 -2.842 |     -5.618     -1.733   -140.385   -0.000 |
   32 |     2 -          u | 71 |    0    1   33   66 |  2  2 |   6.447      1.664 -0.430 |      5.861     -2.686     16.407    0.330 |
   33 |  2212 -         p+ |  1 |    0   32   -1   -1 |  3  0 |   0.363      4.522  1.536 |      0.013      0.363     16.710    0.938 |
   34 |     3 -          s | 71 |    1    1   -1   -1 |  1  0 |   5.807     -1.172 -0.063 |      5.796     -0.364     -8.477    0.500 |
   35 |     2 -          u | 71 |    1    1   70   71 |  1  2 |   1.247     -0.429  0.860 |      0.814      0.945     -0.552    0.330 |
   36 |    21 -          g | 71 |   18   18   70   71 |  1  2 |   5.317     -3.215 -1.953 |     -1.981     -4.934    -66.123    0.476 |
   37 |    21 -          g | 71 |   17   17   70   71 |  1  2 |   5.045     -5.571  2.631 |     -4.402      2.466   -662.477    0.215 |
   38 |    -1 -       dbar | 71 |    0    1   70   71 |  2  2 |   0.142     -3.964  1.377 |      0.027      0.139     -3.733    0.330 |
   39 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   1.413      0.811 -2.760 |     -1.312     -0.526      1.277    0.938 |
   40 |     1 -          d | 71 |    0    0   50   50 |  1  1 |   3.307      1.121 -2.715 |     -3.011     -1.368      4.535    0.330 |
   41 |    21 -          g | 71 |    0    0   50   50 |  1  1 |   7.930      0.657  1.901 |     -2.571      7.502      5.589    0.000 |
   42 |    21 -          g | 71 |    0    0   50   50 |  1  1 |   6.209      0.564  1.830 |     -1.594      6.001      3.688    0.000 |
   43 |    21 -          g | 71 |    8    8   50   50 |  1  1 |   3.144      0.236 -1.579 |     -0.025     -3.144      0.749    0.000 |
   44 |    21 -          g | 71 |    8    8   50   50 |  1  1 |   4.914     -0.044 -1.451 |      0.586     -4.879     -0.217    0.000 |
   45 |    21 -          g | 71 |    8    8   50   50 |  1  1 |   2.430      0.716 -2.238 |     -1.503     -1.910      1.893   -0.000 |
   46 |    21 -          g | 71 |   20   20   50   50 |  1  1 |   5.760      1.477 -1.967 |     -2.223     -5.314     11.961    0.304 |
   47 |    21 -          g | 71 |    9    9   50   50 |  1  1 |   5.698      1.627 -2.014 |     -2.443     -5.148     13.935    0.000 |
   48 |    21 -          g | 71 |   21   21   50   50 |  1  1 |   5.121      2.363 -2.346 |     -3.584     -3.658     26.950    0.464 |
   49 |    -4 -       cbar | 71 |   19   19   50   50 |  1  1 |  31.482      2.164 -2.784 |    -29.496    -11.005    135.246    1.742 |
   50 |  -411 -         D- |  2 |    0   49   72   81 | 14  3 |  29.013      2.164 -2.782 |    -27.159    -10.206    124.657    1.870 |
   51 |     1 -          d | 71 |    0    1   57   77 |  2  5 |   0.059      6.007  0.325 |      0.055      0.019     11.891    0.330 |
   52 |    21 -          g | 71 |    0    1   57   77 |  2  5 |   6.437      3.350 -2.297 |     -4.274     -4.814     91.627   -0.000 |
   53 |    21 -          g | 71 |    0    1   57   77 |  2  5 |   5.567      1.790 -2.116 |     -2.889     -4.759     16.212   -0.000 |
   54 |    21 -          g | 71 |    0    1   57   77 |  2  5 |   5.010      1.140 -0.232 |      4.876     -1.153      7.033    0.000 |
   55 |    21 -          g | 71 |   16   16   57   77 |  1  5 |   5.429      0.135 -0.969 |      3.073     -4.476      0.737    0.346 |
   56 |    -2 -       ubar | 71 |    1    1   57   77 |  1  5 |   3.080     -0.617 -2.834 |     -2.935     -0.933     -2.024    0.330 |
   57 |  2212 -         p+ |  1 |    0   56   -1   -1 |  8  0 |   0.878     -1.317 -1.797 |     -0.197     -0.856     -1.522    0.938 |
   58 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.363     -2.967 -1.491 |      0.029     -0.361     -3.515    0.938 |
   59 |     1 -          d | 71 |    0    1   62   79 |  2  6 |   0.880     -4.577  2.254 |     -0.556      0.682    -42.776    0.330 |
   60 |    21 -          g | 71 |    0    1   62   79 |  2  6 |   6.977      2.838  0.254 |      6.753      1.754     59.409    0.000 |
   61 |    -3 -       sbar | 71 |    0    1   62   79 |  2  6 |   8.540     -1.261 -1.515 |      0.479     -8.527    -13.854    0.500 |
   62 |  2212 -         p+ |  1 |    0   61   -1   -1 |  5  0 |   0.353      5.259  2.417 |     -0.264      0.234     33.918    0.938 |
   63 |  2212 -         p+ |  1 |    0    0   -1   -1 |  1  0 |   0.598      6.844  1.217 |      0.207      0.561    280.292    0.938 |
   64 |   310 -       K_S0 |  1 |    0    1   -1   -1 |  2  0 |   1.035     -1.594  3.140 |     -1.035      0.002     -2.443    0.498 |
   65 |   310 -       K_S0 |  1 |    0   31   -1   -1 |  4  0 |   2.187     -1.687  2.317 |     -1.484      1.606     -5.704    0.498 |
   66 |   310 -       K_S0 |  1 |    0   32   -1   -1 |  3  0 |   2.380      1.830 -0.731 |      1.772     -1.589      7.230    0.498 |
   67 |  2212 -         p+ |  1 |    0   61   -1   -1 |  5  0 |   0.522     -1.715  0.598 |      0.431      0.294     -1.403    0.938 |
   68 |   310 -       K_S0 |  1 |    0   61   -1   -1 |  5  0 |   1.026      0.035 -2.882 |     -0.992     -0.263      0.036    0.498 |
   69 |   310 -       K_S0 |  1 |    0   61   -1   -1 |  5  0 |   6.683     -1.207 -1.523 |      0.318     -6.675    -10.170    0.498 |
   70 |    11 -         e- |  1 |    0   38   -1   -1 |  6  0 |   0.131     -5.313  2.763 |     -0.122      0.048    -13.268    0.001 |
   71 |   -11 -         e+ |  1 |    0   38   -1   -1 |  6  0 |   0.462     -5.315  2.762 |     -0.429      0.171    -46.937    0.001 |
   72 |    11 -         e- |  1 |   50   50   -1   -1 |  1  0 |   2.748      2.239 -2.767 |     -2.557     -1.005     12.752    0.001 |
   73 |   -12 -    nu_ebar |  1 |   50   50   -1   -1 |  1  0 |  22.641      2.148 -2.797 |    -21.309     -7.653     95.685   -0.000 |
   74 |   -11 -         e+ |  1 |    0   56   -1   -1 |  8  0 |   0.163      3.524 -1.805 |     -0.038     -0.158      2.755    0.001 |
   75 |    11 -         e- |  1 |    0   56   -1   -1 |  8  0 |   0.036      3.609 -1.977 |     -0.014     -0.033      0.659    0.001 |
   76 |    11 -         e- |  1 |    0   56   -1   -1 |  8  0 |   0.089      2.353 -1.800 |     -0.020     -0.087      0.465    0.001 |
   77 |   -11 -         e+ |  1 |    0   56   -1   -1 |  8  0 |   0.056      2.338 -1.760 |     -0.011     -0.055      0.288    0.001 |
   78 |    11 -         e- |  1 |    0   61   -1   -1 |  5  0 |   0.231     -3.702  0.261 |      0.224      0.060     -4.687    0.001 |
   79 |   -11 -         e+ |  1 |    0   61   -1   -1 |  5  0 |   0.759     -3.795  0.294 |      0.726      0.220    -16.874    0.001 |
   80 |   310 -       K_S0 |  1 |   26   26   -1   -1 |  1  0 |   7.079     -1.218  0.508 |      6.185      3.443    -10.916    0.498 |
   81 |   310 -       K_S0 |  1 |   50   50   -1   -1 |  1  0 |   3.639      2.200 -2.702 |     -3.293     -1.548     16.220    0.498 |

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   34 |  0 16 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   34 |  0 18 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    21 -          g | 21 |    0    0    4    6 |  1  3 |   0.000  22790.193  0.000 |      0.000      0.000     34.193    0.000 |
    3 |     2 -          u | 21 |    1    1    4    6 |  1  3 |   0.000 -23352.170  0.000 |      0.000      0.000   -596.170    0.000 |
    4 |   -13 -        mu+ | 23 |    2    3    7    7 |  2  1 |  92.769     -2.345  1.290 |     25.730     89.130   -479.384    0.106 |
    5 |    13 -        mu- | 23 |    2    3    9    9 |  2  1 |  60.899     -0.431 -1.314 |     15.445    -58.908    -27.077    0.106 |
    6 |     2 -          u | 23 |    2    3    8    8 |  2  1 |  51.076     -0.942 -2.508 |    -41.175    -30.221    -55.515    0.330 |
    7 |   -13 -        mu+ | 44 |    4    4   10   13 |  1  3 |  93.976     -2.337  1.268 |     28.044     89.694   -481.919    0.106 |
    8 |     2 -          u | 44 |    6    6   23   34 |  1  6 |  49.409     -0.941 -2.521 |    -40.184    -28.749    -53.635    0.330 |
    9 |    13 -        mu- | 52 |    5    5   11   14 |  1  2 |  59.218     -0.403 -1.312 |     15.177    -57.240    -24.507    0.106 |
   10 |   -13 -        mu+ |  1 |    7    7   -1   -1 |  1  0 |  32.410     -2.374  1.239 |     10.568     30.638   -172.505    0.106 |
   11 |    13 -        mu- |  1 |    9    9   -1   -1 |  1  0 |  59.189     -0.404 -1.313 |     15.100    -57.231    -24.548    0.106 |
   12 |    22 -      gamma |  1 |    7    7   -1   -1 |  1  0 |  62.228     -2.307  1.298 |     16.774     59.925   -309.321    0.000 |
   13 |    22 -      gamma |  1 |    7    7   -1   -1 |  1  0 |   0.000     -2.438  1.290 |      0.000      0.000     -0.000   -0.000 |
   14 |    22 -      gamma |  1 |    9    9   -1   -1 |  1  0 |   0.000     -0.667 -1.277 |      0.000     -0.000     -0.000    0.000 |
   15 |    -4 -       cbar | 71 |    1    1   16   16 |  1  1 |   3.009     -4.448 -1.511 |      0.181     -3.004   -128.551    1.500 |
   16 |  -421 -      Dbar0 |  2 |    1   15   -1   -1 |  2  0 |   2.520     -4.645 -1.558 |      0.033     -2.520   -131.046    1.865 |
   17 |     4 -          c | 71 |    0    1   19   19 |  2  1 |   4.971     -1.499  0.207 |      4.865      1.023    -10.574    1.500 |
   18 |    -1 -       dbar | 71 |    0    1   19   19 |  2  1 |   0.452      6.954 -2.895 |     -0.438     -0.110    236.683    0.330 |
   19 |   421 -         D0 |  2 |    0   18   35   36 |  4  2 |   3.236     -1.586  0.215 |      3.162      0.690     -7.574    1.865 |
   20 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.322     -9.697 -1.343 |      0.073     -0.314  -2623.039    0.938 |
   21 |     4 -          c | 71 |    1    1   22   22 |  1  1 |   1.016     -6.175  0.331 |      0.961      0.330   -244.105    1.500 |
   22 |   421 -         D0 |  2 |    0   21   -1   -1 |  2  0 |   0.220     -6.784 -0.140 |      0.217     -0.031    -96.966    1.865 |
   23 |     2 -          u | 71 |    8    8   26   34 |  1  4 |  25.788     -0.935 -2.521 |    -20.985    -14.988    -27.776    0.330 |
   24 |    21 -          g | 71 |    8    8   26   34 |  1  4 |  19.566     -0.979 -2.548 |    -16.220    -10.942    -22.378    0.000 |
   25 |    -4 -       cbar | 71 |    0    1   26   34 |  2  4 |   8.330     -3.357 -0.049 |      8.320     -0.407   -119.342    1.500 |
   26 |  2212 -         p+ |  1 |    0   25   -1   -1 |  6  0 |   1.308      5.551 -2.159 |     -0.726     -1.089    168.465    0.938 |
   27 |  2212 -         p+ |  1 |    0   25   -1   -1 |  6  0 |   0.396     -4.254  1.169 |      0.155      0.364    -13.928    0.938 |
   28 |  -421 -      Dbar0 |  2 |    0   25   -1   -1 |  6  0 |   4.337     -3.525  0.047 |      4.332      0.205    -73.580    1.865 |
   29 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   1.001     -2.762 -2.888 |     -0.969     -0.251     -7.893    0.938 |
   30 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.086     -6.719  1.299 |      0.023      0.083    -35.628    0.938 |
   31 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   1.093     -0.475  2.017 |     -0.471      0.986     -0.540    0.938 |
   32 |   310 -       K_S0 |  1 |    0    1   -1   -1 |  2  0 |   1.854      0.262  3.073 |     -1.850      0.128      0.492    0.498 |
   33 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.921     -1.118 -3.045 |     -0.917     -0.089     -1.257    0.938 |
   34 |   111 -        pi0 |  2 |    0   25   37   37 |  6  1 |  20.475     -0.963 -2.539 |    -16.871    -11.601    -22.910    0.135 |
   35 |   -13 -        mu+ |  1 |   19   19   -1   -1 |  1  0 |   0.502     -1.840  0.780 |      0.357      0.353     -1.540    0.106 |
   36 |    14 -      nu_mu |  1 |   19   19   -1   -1 |  1  0 |   1.701     -1.307  0.220 |      1.659      0.372     -2.913    0.000 |
   37 |    22 -      gamma |  1 |   34   34   -1   -1 |  1  0 |  11.358     -0.966 -2.544 |     -9.391     -6.388    -12.761   -0.000 |

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   53 |  0 25 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   53 |  0 25 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |     2 -          u | 21 |    0    0    4    7 |  1  4 |   0.000  22786.395  0.000 |      0.000      0.000     30.395    0.000 |
    3 |     2 -          u | 21 |    1    1    4    7 |  1  4 |   0.000 -24166.250  0.000 |      0.000      0.000  -1410.250    0.000 |
    4 |   -11 -         e+ | 23 |    2    3    8    8 |  2  1 |  39.389     -0.538  0.291 |     37.734     11.296    -22.211    0.001 |
    5 |    11 -         e- | 23 |    2    3   11   11 |  2  1 |  68.062     -3.291 -1.420 |     10.240    -67.287   -912.842    0.001 |
    6 |     2 -          u | 23 |    2    3    9    9 |  2  1 |  34.649     -0.466 -0.893 |     21.741    -26.980    -16.739    0.330 |
    7 |     2 -          u | 23 |    2    3   10   10 |  2  1 | 108.371     -2.083  2.270 |    -69.715     82.971   -428.062    0.330 |
    8 |   -11 -         e+ | 44 |    4    4   12   15 |  1  3 |  42.731     -0.670  0.283 |     41.037     11.913    -30.829    0.001 |
    9 |     2 -          u | 44 |    6    6   27   46 |  1  7 |  36.345     -0.549 -0.812 |     25.005    -26.376    -20.951    0.330 |
   10 |     2 -          u | 44 |    7    7   23   24 |  1  2 | 109.966     -2.070  2.305 |    -73.649     81.660   -428.704    0.330 |
   11 |    11 -         e- | 52 |    5    5   13   16 |  1  2 |  70.879     -3.272 -1.606 |     -2.491    -70.835   -933.293    0.001 |
   12 |   -11 -         e+ |  1 |    8    8   -1   -1 |  1  0 |  42.890     -0.675  0.281 |     41.213     11.878    -31.200    0.001 |
   13 |    11 -         e- |  1 |   11   11   -1   -1 |  1  0 |  70.774     -3.274 -1.612 |     -2.898    -70.715   -933.253    0.001 |
   14 |    22 -      gamma |  1 |    8    8   -1   -1 |  1  0 |   0.000     -1.534  1.322 |      0.000      0.000     -0.000   -0.000 |
   15 |    22 -      gamma |  1 |    8    8   -1   -1 |  1  0 |   0.013     -0.675  0.280 |      0.013      0.004     -0.010    0.000 |
   16 |    22 -      gamma |  1 |   11   11   -1   -1 |  1  0 |   0.010     -3.274 -1.612 |     -0.000     -0.010     -0.134   -0.000 |
   17 |     1 -          d | 73 |    0    1   20   20 |  2  1 |   7.638     -2.560  2.565 |     -6.403      4.165    -49.093    0.528 |
   18 |    21 -          g | 72 |    1    1   45   48 |  1  2 |   5.430     -3.129  1.443 |      0.693      5.386    -61.918    0.000 |
   19 |    21 -          g | 72 |    0    1   45   48 |  2  2 |   5.339      0.441  1.801 |     -1.221      5.198      2.434    0.000 |
   20 |     1 -          d | 71 |   17   17   49   50 |  1  2 |   7.638     -2.560  2.565 |     -6.403      4.165    -49.093    0.528 |
   21 |    -2 -       ubar | 71 |    0    0   49   50 |  1  2 |   1.021     -2.375 -2.667 |     -0.908     -0.467     -5.440    0.330 |
   22 |    -1 -       dbar | 71 |    0    0   -1   -1 |  1  0 |   5.314      4.862  2.902 |     -5.163      1.259    343.640    0.330 |
   23 |     2 -          u | 71 |   10   10   -1   -1 |  1  0 |  88.158     -2.092  2.321 |    -60.098     64.498   -351.481    0.519 |
   24 |    21 -          g | 71 |   10   10   -1   -1 |  1  0 |  14.169     -1.968  2.248 |     -8.874     11.047    -49.716    0.000 |
   25 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.389      1.366 -3.106 |     -0.388     -0.014      0.712    0.938 |
   26 |     1 -          d | 71 |    0    1   -1   -1 |  2  0 |  13.745     -3.909 -1.775 |     -2.793    -13.458   -342.544    0.330 |
   27 |     2 -          u | 71 |    9    9   32   33 |  1  2 |  15.211     -0.516 -0.940 |      8.971    -12.284     -8.195    0.330 |
   28 |    21 -          g | 71 |    9    9   32   33 |  1  2 |  11.078     -0.613 -0.653 |      8.801     -6.728     -7.225   -0.000 |
   29 |    21 -          g | 71 |    9    9   32   33 |  1  2 |   5.063     -0.428 -0.862 |      3.295     -3.844     -2.237   -0.000 |
   30 |    21 -          g | 71 |    0    1   32   33 |  2  2 |   7.010      0.025 -0.703 |      5.349     -4.531      0.174    0.447 |
   31 |    -4 -       cbar | 71 |    1    1   32   33 |  1  2 |   6.025     -1.954 -2.597 |     -5.153     -3.122    -20.834    1.500 |
   32 |  2212 -         p+ |  1 |    0   31   -1   -1 |  8  0 |   7.162     -0.525 -0.889 |      4.515     -5.559     -3.939    0.938 |
   33 |  -413 -        D*- |  2 |    0   31   51   51 |  8  1 |   3.786     -2.015 -2.589 |     -3.222     -1.988    -13.940    2.010 |
   34 |     4 -          c | 71 |    1    1   36   46 |  1  2 |   4.047     -3.225  0.086 |      4.032      0.347    -50.825    1.500 |
   35 |    21 -          g | 71 |    0    1   36   46 |  2  2 |   5.460     -3.208  1.659 |     -0.482      5.439    -67.383    0.000 |
   36 |   421 -         D0 |  2 |    0   35   -1   -1 |  5  0 |   2.888     -3.393 -0.122 |      2.866     -0.352    -42.904    1.865 |
   37 |    21 -          g | 71 |    0    1   -1   -1 |  2  0 |   5.381     -2.787 -2.384 |     -3.911     -3.696    -43.522    0.381 |
   38 |     2 -          u | 71 |    0    0   52   53 |  1  2 |   7.154     -1.981  2.298 |     -4.756      5.344    -25.434    0.330 |
   39 |    21 -          g | 71 |    0    0   52   53 |  1  2 |   5.739     -1.257 -2.642 |     -5.037     -2.750     -9.270    0.000 |
   40 |    21 -          g | 71 |    0    1   52   53 |  2  2 |   5.550      3.254 -0.815 |      3.807     -4.038     71.765    0.000 |
   41 |    -3 -       sbar | 71 |    1    1   52   53 |  1  2 |   5.832      1.950  2.037 |     -2.624      5.208     20.082    0.500 |
   42 |    21 -          g | 71 |    0    1   43   44 |  2  2 |   9.147     -1.895  0.584 |      7.633      5.041    -29.730   -0.000 |
   43 |  2212 -         p+ |  1 |    0   42   -1   -1 |  3  0 |   0.623      3.803 -1.771 |     -0.124     -0.610     13.953    0.938 |
   44 |  2212 -         p+ |  1 |    0   42   -1   -1 |  3  0 |   0.946      0.241  1.040 |      0.479      0.816      0.230    0.938 |
   45 |  2212 -         p+ |  1 |    0   19   -1   -1 |  4  0 |   0.280     -3.002  2.499 |     -0.225      0.168     -2.815    0.938 |
   46 |   310 -       K_S0 |  1 |    0   35   -1   -1 |  5  0 |   1.701     -2.251  0.363 |      1.590      0.604     -7.986    0.498 |
   47 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.232      2.733 -0.392 |      0.214     -0.088      1.772    0.938 |
   48 |   310 -       K_S0 |  1 |    0   19   -1   -1 |  4  0 |   1.216      0.393  2.091 |     -0.605      1.055      0.490    0.498 |
   49 |    11 -         e- |  1 |   20   21   -1   -1 |  2  0 |   0.071     -2.697  2.412 |     -0.053      0.047     -0.521    0.001 |
   50 |   -11 -         e+ |  1 |   20   21   -1   -1 |  2  0 |   0.378     -2.679  2.423 |     -0.285      0.249     -2.744    0.001 |
   51 |  -421 -      Dbar0 |  2 |   33   33   -1   -1 |  1  0 |   3.574     -2.007 -2.595 |     -3.054     -1.857    -13.062    1.865 |
   52 |    11 -         e- |  1 |    0   41   -1   -1 |  6  0 |   0.889     -1.901  2.237 |     -0.550      0.699     -2.909    0.001 |
   53 |   -11 -         e+ |  1 |    0   41   -1   -1 |  6  0 |   0.023     -1.847  2.411 |     -0.017      0.016     -0.072    0.001 |

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   20 |  0  4 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   32 |  0  9 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |     5 -          b | 21 |    0    0    4    6 |  1  3 |   0.000  22866.490  0.000 |      0.000      0.000    110.490    0.000 |
    3 |    21 -          g | 21 |    1    1    4    6 |  1  3 |   0.000 -23549.914  0.000 |      0.000      0.000   -793.914    0.000 |
    4 |   -11 -         e+ | 23 |    2    3    9    9 |  2  1 | 140.724     -0.696 -0.261 |    135.972    -36.263   -106.064    0.001 |
    5 |    11 -         e- | 23 |    2    3    7    7 |  2  1 |  86.374      0.541  2.952 |    -84.823     16.292     49.069    0.001 |
    6 |     5 -          b | 23 |    2    3    8    8 |  2  1 |  54.909     -3.129  2.769 |    -51.149     19.971   -626.428    4.800 |
    7 |    11 -         e- | 44 |    5    5   10   12 |  1  3 |  93.545      0.470  2.844 |    -89.441     27.403     45.583    0.001 |
    8 |     5 -          b | 44 |    6    6   13   32 |  1  7 |  54.651     -3.136  2.735 |    -50.202     21.597   -627.765    4.800 |
    9 |   -11 -         e+ |  1 |    4    4   -1   -1 |  1  0 | 130.753     -0.648 -0.243 |    126.900    -31.505    -90.853    0.001 |
   10 |    11 -         e- |  1 |    7    7   -1   -1 |  1  0 |  91.234      0.388  2.754 |    -84.459     34.503     36.249    0.001 |
   11 |    22 -      gamma |  1 |    7    7   -1   -1 |  1  0 |  13.810      0.203 -2.023 |     -6.037    -12.420      2.819    0.000 |
