04-Jul-2016 14:31:59 CEST  Initiating request to open file file:/afs/cern.ch/work/s/skalafut/public/WR_starting2015/miniAOD/WR_signal_MC/WRToNuEToEEJJ_MW-6000_MNu-3000_TuneCUETP8M1_pythia8_13TeV.root
04-Jul-2016 14:32:02 CEST  Successfully opened file file:/afs/cern.ch/work/s/skalafut/public/WR_starting2015/miniAOD/WR_signal_MC/WRToNuEToEEJJ_MW-6000_MNu-3000_TuneCUETP8M1_pythia8_13TeV.root
Begin processing the 1st record. Run 1, Event 1, LumiSection 1 at 04-Jul-2016 14:32:04.399 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   45 |  0 14 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   67 |  0  5 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    -1 -       dbar | 21 |    0    0    4    4 |  1  1 |   0.000  26148.549  0.000 |      0.000      0.000   3392.549    0.000 |
    3 |     2 -          u | 21 |    1    1    4    4 |  1  1 |   0.000 -25425.354  0.000 |      0.000      0.000  -2669.354    0.000 |
    4 | 9900024 -       W_R+ | 22 |    2    3    5    5 |  2  1 |   0.000  23479.195  0.000 |      0.000      0.000    723.195 6018.608 |
    5 | 9900024 -       W_R+ | 62 |    4    4    6    7 |  1  2 | 148.600      2.019  0.884 |     94.265    114.874    549.471 6018.608 |
    6 |   -11 -         e+ | 23 |    5    5    8    9 |  1  2 | 1295.567      1.250  2.261 |   -825.158    998.804   2075.050    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5   10   10 |  1  1 | 1275.410     -1.014 -0.766 |    919.423   -883.930  -1525.579 3000.001 |
    8 |   -11 -         e+ |  1 |    6    6   -1   -1 |  1  0 | 1295.564      1.250  2.261 |   -825.154    998.803   2075.042    0.001 |
    9 |    22 -      gamma |  1 |    6    6   -1   -1 |  1  0 |   0.004      1.366  2.945 |     -0.004      0.001      0.008    0.000 |
   10 | 9900012 -      nu_Re | 52 |    7    7   11   13 |  1  3 | 1275.410     -1.014 -0.766 |    919.423   -883.930  -1525.578 3000.001 |
   11 |   -11 -         e+ |  1 |   10   10   -1   -1 |  1  0 | 911.604     -1.497 -0.994 |    496.789   -764.344  -1935.184    0.001 |
   12 |     5 -          b | 23 |   10   10   15   15 |  1  1 | 412.035     -0.380  2.374 |   -296.422    286.193   -160.516    4.800 |
   13 |    -6 -       tbar | 22 |   10   10   14   72 |  1 17 | 825.651      0.645 -0.514 |    719.057   -405.778    570.121  170.845 |
   14 |    -6 -       tbar | 51 |   13   13   16   16 |  1  1 | 285.800      1.428 -0.368 |    266.695   -102.741    561.881  170.845 |
   15 |     5 -          b | 52 |   12   12   24   42 |  1 10 | 324.151     -0.380  2.374 |   -233.197    225.152   -126.277    4.800 |
   16 |    -6 -       tbar | 52 |   14   14   17   17 |  1  1 | 285.774      1.428 -0.368 |    266.669   -102.733    561.812  170.845 |
   17 |    -6 -       tbar | 52 |   16   16   18   18 |  1  1 | 285.475      1.428 -0.368 |    266.383   -102.647    561.032  170.845 |
   18 |    -6 -       tbar | 52 |   17   17   19   20 |  1  2 | 283.821      1.427 -0.368 |    264.860   -101.999    557.338  170.845 |
   19 |   -24 -         W- | 22 |   18   18   21   21 |  1  1 | 199.883      1.089 -0.541 |    171.378   -102.873    263.216   78.483 |
   20 |    -5 -       bbar | 23 |   18   18   61   60 |  1  8 |  93.486      1.864  0.009 |     93.482      0.874    294.122    4.800 |
   21 |   -24 -         W- | 52 |   19   19   22   23 |  1  2 | 189.957      1.110 -0.532 |    163.749    -96.281    256.816   78.483 |
   22 |     3 -          s | 23 |   21   21   32   34 |  1  5 | 180.182      1.147 -0.459 |    161.516    -79.864    254.949    0.500 |
   23 |    -4 -       cbar | 23 |   21   21   36   36 |  1  1 |  16.568      0.112 -1.436 |      2.233    -16.417      1.867    1.500 |
   24 |     5 -          b | 71 |   15   15   26   26 |  1  1 | 208.073     -0.326  2.553 |   -173.085    115.481    -68.974    4.800 |
   25 |    -2 -       ubar | 71 |   15   15   26   26 |  1  1 |  16.067     -0.477  2.411 |    -11.963     10.726     -7.965    0.330 |
   26 |  -521 -         B- |  2 |   24   25   74   76 |  2  3 | 173.639     -0.328  2.552 |   -144.300     96.582    -57.974    5.279 |
   27 |     3 -          s | 71 |    0    0   68   68 |  1  1 |  32.284      1.058 -2.652 |    -28.492    -15.181     40.901    0.500 |
   28 |    21 -          g | 71 |    0    0   68   68 |  1  1 |  17.287      0.351 -2.080 |     -8.430    -15.092      6.192    0.399 |
   29 |    21 -          g | 71 |    0    0   68   68 |  1  1 |  12.187      0.346 -2.173 |     -6.904    -10.042      4.305    0.000 |
   30 |    21 -          g | 71 |    0    0   68   68 |  1  1 |   5.665      0.363 -2.073 |     -2.726     -4.966      2.101    0.000 |
   31 |    -3 -       sbar | 71 |    1    1   68   68 |  1  1 |  63.313      0.412 -2.075 |    -30.581    -55.438     26.847    0.500 |
   32 |     3 -          s | 71 |   22   22   37   37 |  1  1 |  49.895      1.153 -0.474 |     44.405    -22.753     71.188    0.500 |
   33 |    21 -          g | 71 |   22   22   37   37 |  1  1 |  93.457      1.134 -0.472 |     83.243    -42.484    130.125   -0.000 |
   34 |    21 -          g | 71 |   22   22   37   37 |  1  1 |  18.579      1.252 -0.409 |     17.046     -7.390     29.838    0.000 |
   35 |    21 -          g | 71 |   22   22   37   37 |  1  1 |  12.619      1.073 -0.313 |     12.005     -3.887     16.297    0.000 |
   36 |    -4 -       cbar | 71 |   23   23   37   37 |  1  1 |  15.022      0.114 -1.435 |      2.034    -14.884      1.709    1.500 |
   37 |  -421 -      Dbar0 |  2 |   32   36   -1   -1 |  6  0 |   8.269      0.111 -1.359 |      1.740     -8.084      0.917    1.865 |
   38 |     2 -          u | 71 |   15   15   72   72 |  1  1 |  33.956     -0.477  2.372 |    -24.391     23.625    -16.810    0.330 |
   39 |    21 -          g | 71 |   15   15   72   72 |  1  1 |  19.906     -0.573  2.371 |    -14.282     13.866    -12.040   -0.000 |
   40 |    21 -          g | 71 |   15   15   72   72 |  1  1 |  19.135     -0.539  2.382 |    -13.877     13.175    -10.821    0.000 |
   41 |    21 -          g | 71 |   15   15   72   72 |  1  1 |   6.846     -0.102  1.293 |      1.878      6.584     -0.697    0.000 |
   42 |    21 -          g | 71 |   15   15   72   72 |  1  1 |   8.080     -0.072  1.076 |      3.839      7.109     -0.582   -0.000 |
   43 |    21 -          g | 71 |   15   15   72   72 |  1  1 |   6.188     -0.478  0.703 |      4.721      4.002     -3.072    0.000 |
   44 |    21 -          g | 71 |   15   15   72   72 |  1  1 |   7.170     -0.314  0.836 |      4.809      5.318     -2.286    0.506 |
   45 |     1 -          d | 71 |    0    0   81   70 |  1  5 |   0.426      8.384 -1.903 |     -0.139     -0.403    932.136    0.330 |
   46 |    21 -          g | 71 |    0    0   81   70 |  1  5 |   7.783      0.738  1.122 |      3.375      7.013      6.280    0.000 |
   47 |    -3 -       sbar | 71 |    0    0   81   70 |  1  5 |   6.966      1.469 -2.592 |     -5.941     -3.637     14.339    0.500 |
   48 |  2212 -         p+ |  1 |   45   47   -1   -1 |  4  0 |   2.650      1.302  0.642 |      2.123      1.586      4.513    0.938 |
   49 |    21 -          g | 71 |   13   13   62   65 |  1  5 |  52.926     -0.043 -0.547 |     45.197    -27.539     -2.260   -0.000 |
   50 |    21 -          g | 71 |   13   13   62   65 |  1  5 |  55.594     -0.048 -0.471 |     49.550    -25.208     -2.665    0.000 |
   51 |    21 -          g | 71 |   13   13   62   65 |  1  5 |  21.636     -0.040 -0.434 |     19.626     -9.107     -0.865    0.000 |
   52 |    21 -          g | 71 |   13   13   62   65 |  1  5 |  12.660     -0.124 -0.402 |     11.649     -4.958     -1.578    0.000 |
   53 |    21 -          g | 71 |   13   13   62   65 |  1  5 |  14.837     -0.067 -0.575 |     12.455     -8.063     -0.995    0.000 |
   54 |    21 -          g | 71 |   13   13   62   65 |  1  5 |  33.903     -0.025 -0.546 |     28.977    -17.600     -0.832   -0.000 |
   55 |    21 -          g | 71 |   13   13   62   65 |  1  5 | 107.150     -0.068 -0.572 |     90.075    -58.030     -7.314    0.000 |
   56 |    21 -          g | 71 |   13   13   62   65 |  1  5 | 102.650     -0.041 -0.599 |     84.802    -57.842     -4.202    0.000 |
   57 |    21 -          g | 71 |   13   13   62   65 |  1  5 |  21.296     -0.076 -0.600 |     17.573    -12.029     -1.615    0.000 |
   58 |    21 -          g | 71 |   13   13   62   65 |  1  5 |  13.259     -0.043 -0.699 |     10.149     -8.533     -0.572   -0.000 |
   59 |    21 -          g | 71 |   20   20   62   65 |  1  5 |  11.679      1.784 -0.054 |     11.662     -0.630     33.788   -0.000 |
   60 |    21 -          g | 71 |   20   20   62   65 |  1  5 |  23.862      1.725 -0.046 |     23.837     -1.098     64.848    0.000 |
   61 |    -5 -       bbar | 71 |   20   20   62   65 |  1  5 |  46.420      1.741 -0.176 |     45.701     -8.139    128.230    4.800 |
   62 |   111 -        pi0 |  2 |   13   61   77   77 | 15  1 |  14.232     -0.026 -0.531 |     12.269     -7.212     -0.369    0.135 |
   63 |   221 -        eta |  2 |   13   61   78   78 | 15  1 |  26.972     -0.045 -0.488 |     23.821    -12.651     -1.211    0.548 |
   64 |   111 -        pi0 |  2 |   13   61   79   79 | 15  1 |  22.498     -0.041 -0.578 |     18.849    -12.284     -0.914    0.135 |
   65 |   523 -        B*+ |  2 |   13   61   80   80 | 15  1 |  51.041      1.742 -0.156 |     50.422     -7.929    141.183    5.325 |
   66 |     3 -          s | 71 |    1    1   73   73 |  1  1 |   9.684      0.402 -2.102 |     -4.903     -8.351      4.000    0.500 |
   67 |    21 -          g | 71 |    1    1   73   73 |  1  1 |  16.263      0.200 -2.322 |    -11.098    -11.887      3.283    0.000 |
   68 |   310 -       K_S0 |  1 |   27   31   -1   -1 |  6  0 |  20.082      0.355 -2.065 |     -9.524    -17.680      7.281    0.498 |
   69 |   310 -       K_S0 |  1 |   45   47   -1   -1 |  4  0 |   1.761      1.030  1.330 |      0.420      1.710      2.153    0.498 |
   70 |  2212 -         p+ |  1 |   45   47   -1   -1 |  4  0 |   0.382      2.604  2.910 |     -0.372      0.088      2.567    0.938 |
   71 |  2212 -         p+ |  1 |   13   61   -1   -1 | 15  0 |   1.681      1.948  0.261 |      1.624      0.434      5.775    0.938 |
   72 |   310 -       K_S0 |  1 |   38   13   -1   -1 |  9  0 |   1.389     -0.579  2.599 |     -1.189      0.717     -0.850    0.498 |
   73 |   310 -       K_S0 |  1 |   66   67   -1   -1 |  3  0 |   4.338      0.322 -2.042 |     -1.971     -3.864      1.421    0.498 |
   74 |   -14 -   nu_mubar |  1 |   26   26   -1   -1 |  1  0 |  53.848     -0.329  2.567 |    -45.199     29.269    -18.024    0.000 |
   75 |    13 -        mu- |  1 |   26   26   -1   -1 |  1  0 |  87.726     -0.338  2.545 |    -72.562     49.300    -30.180    0.106 |
   76 |   421 -         D0 |  2 |   26   26   84   84 |  1  1 |  32.075     -0.300  2.545 |    -26.539     18.013     -9.770    1.865 |
   77 |    22 -      gamma |  1 |   62   62   -1   -1 |  1  0 |  10.104     -0.028 -0.537 |      8.681     -5.170     -0.282   -0.000 |
   78 |    22 -      gamma |  1 |   63   63   -1   -1 |  1  0 |  22.503     -0.037 -0.484 |     19.920    -10.467     -0.832   -0.000 |
   79 |    22 -      gamma |  1 |   64   64   -1   -1 |  1  0 |  14.515     -0.041 -0.573 |     12.195     -7.871     -0.594    0.000 |
   80 |   521 -         B+ |  2 |   65   65   83   86 |  1  2 |  51.024      1.742 -0.156 |     50.407     -7.915    141.142    5.279 |
   81 |    11 -         e- |  1 |   45   47   -1   -1 |  4  0 |   0.004      7.643  1.435 |      0.001      0.004      4.424    0.001 |
   82 |   -11 -         e+ |  1 |   45   47   -1   -1 |  4  0 |   0.003      7.506  1.241 |      0.001      0.003      2.853    0.001 |
   83 |  -423 -     D*bar0 |  2 |   80   80   85   85 |  1  1 |  16.917      1.694 -0.180 |     16.645     -3.023     44.491    2.007 |
   84 |   310 -       K_S0 |  1 |   76   76   -1   -1 |  1  0 |   8.988     -0.299  2.586 |     -7.637      4.738     -2.728    0.498 |
   85 |  -421 -      Dbar0 |  2 |   83   83   87   87 |  1  1 |  16.322      1.700 -0.184 |     16.047     -2.985     43.180    1.865 |
   86 |   310 -       K_S0 |  1 |   80   80   -1   -1 |  1  0 |   5.315      1.727 -0.261 |      5.135     -1.372     14.474    0.498 |
   87 |   310 -       K_S0 |  1 |   85   85   -1   -1 |  1  0 |   6.818      1.715 -0.209 |      6.669     -1.414     18.331    0.498 |
Begin processing the 2nd record. Run 1, Event 2, LumiSection 1 at 04-Jul-2016 14:32:07.297 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   41 |  0  5 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   41 |  0 11 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    -1 -       dbar | 21 |    0    0    4    4 |  1  1 |   0.000  24783.160  0.000 |      0.000      0.000   2027.160    0.000 |
    3 |     2 -          u | 21 |    1    1    4    4 |  1  1 |   0.000 -27191.088  0.000 |      0.000      0.000  -4435.088    0.000 |
    4 | 9900024 -       W_R+ | 22 |    2    3    5    5 |  2  1 |   0.000 -25163.928  0.000 |      0.000      0.000  -2407.928 5996.876 |
    5 | 9900024 -       W_R+ | 62 |    4    4    6    7 |  1  2 | 106.060     -3.905  0.647 |     84.656     63.892  -2631.812 5996.876 |
    6 |   -11 -         e+ |  1 |    5    5   -1   -1 |  1  0 | 1972.857      0.063 -2.462 |  -1534.975  -1239.362    123.482    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5    8   10 |  1  3 | 2078.863     -1.094  0.678 |   1619.631   1303.253  -2755.293 2999.999 |
    8 |    11 -         e- | 23 |    7    7   13   13 |  1  1 | 554.750     -1.147  0.503 |    485.911    267.653   -784.812    0.001 |
    9 |   -13 -        mu+ | 23 |    7    7   11   12 |  1  2 | 1017.632      0.163 -0.312 |    968.414   -312.648    166.316    0.106 |
   10 | 9900014 -     nu_Rmu | 22 |    7    7   14   16 |  1  3 | 1358.345     -1.235  1.449 |    165.305   1348.249  -2136.798  500.000 |
   11 |   -13 -        mu+ |  1 |    9    9   -1   -1 |  1  0 | 1017.632      0.163 -0.312 |    968.414   -312.648    166.316    0.106 |
   12 |    22 -      gamma |  1 |    9    9   -1   -1 |  1  0 |   0.000      0.144 -0.350 |      0.000     -0.000      0.000   -0.000 |
   13 |    11 -         e- |  1 |    8    8   -1   -1 |  1  0 | 554.750     -1.147  0.503 |    485.911    267.653   -784.812    0.001 |
   14 |    13 -        mu- |  1 |   10   10   -1   -1 |  1  0 | 310.792     -1.631  1.918 |   -105.751    292.247   -763.435    0.106 |
   15 |    -1 -       dbar | 23 |   10   10   38   33 |  1 11 | 458.730     -1.148  1.374 |     89.565    449.901   -650.523    0.330 |
   16 |     2 -          u | 23 |   10   10   17   17 |  1  1 | 632.690     -0.979  1.280 |    181.491    606.100   -722.839    0.330 |
   17 |     2 -          u | 52 |   16   16   24   25 |  1  9 | 619.208     -0.979  1.280 |    177.624    593.185   -707.436    0.330 |
   18 |    21 -          g | 71 |    1    1   42   43 |  1  2 |  17.372      0.168 -2.514 |    -14.060    -10.202      2.927    0.000 |
   19 |    21 -          g | 71 |    1    1   42   43 |  1  2 |  18.082      0.322 -2.529 |    -14.795    -10.395      5.924    0.000 |
   20 |    21 -          g | 71 |    1    1   42   43 |  1  2 |  34.096      0.280 -2.493 |    -27.173    -20.594      9.672   -0.000 |
   21 |    21 -          g | 71 |    1    1   42   43 |  1  2 |  14.598      0.226 -2.502 |    -11.711     -8.716      3.327    0.000 |
   22 |    21 -          g | 71 |    1    1   42   43 |  1  2 |  12.183      0.353 -2.665 |    -10.826     -5.588      4.389    0.196 |
   23 |    21 -          g | 71 |    1    1   42   43 |  1  2 |   6.605     -0.411 -2.423 |     -4.973     -4.347     -2.792    0.000 |
   24 |     2 -          u | 71 |   17   17   46   39 |  1  5 | 250.485     -0.982  1.296 |     67.940    241.095   -287.489    0.565 |
   25 |    21 -          g | 71 |   17   17   46   39 |  1  5 |  27.508     -0.972  1.289 |      7.652     26.423    -31.131   -0.000 |
   26 |    21 -          g | 71 |   17   17   46   39 |  1  5 |  59.690     -0.991  1.274 |     17.463     57.078    -69.286   -0.000 |
   27 |    21 -          g | 71 |   17   17   46   39 |  1  5 |  26.163     -1.000  1.299 |      7.021     25.203    -30.760   -0.000 |
   28 |    21 -          g | 71 |   17   17   46   39 |  1  5 |  34.197     -0.990  1.260 |     10.452     32.561    -39.662   -0.000 |
   29 |    21 -          g | 71 |   17   17   46   39 |  1  5 |  15.507     -0.961  1.295 |      4.229     14.919    -17.302   -0.000 |
   30 |    21 -          g | 71 |   17   17   46   39 |  1  5 | 142.784     -0.971  1.272 |     41.995    136.469   -161.563    0.468 |
   31 |    21 -          g | 71 |   17   17   46   39 |  1  5 |  60.710     -0.973  1.244 |     19.500     57.493    -68.822   -0.000 |
   32 |    21 -          g | 71 |   17   17   46   39 |  1  5 |  10.717     -1.061  1.254 |      3.338     10.184    -13.627    0.000 |
   33 |    21 -          g | 71 |   15   15   46   39 |  1  5 | 129.826     -1.161  1.336 |     30.143    126.278   -187.017   -0.000 |
   34 |    21 -          g | 71 |   15   15   46   39 |  1  5 |   5.463     -1.054  1.289 |      1.519      5.248     -6.881    0.000 |
   35 |    21 -          g | 71 |   15   15   46   39 |  1  5 |  52.196     -1.123  1.365 |     10.690     51.089    -71.705    0.226 |
   36 |    21 -          g | 71 |   15   15   46   39 |  1  5 |  39.855     -1.130  1.397 |      6.884     39.256    -55.273    0.105 |
   37 |    21 -          g | 71 |   15   15   46   39 |  1  5 |  80.605     -1.155  1.392 |     14.339     79.319   -115.171   -0.000 |
   38 |    -1 -       dbar | 71 |   15   15   46   39 |  1  5 | 151.900     -1.137  1.389 |     27.393    149.410   -212.493    0.330 |
   39 |   111 -        pi0 |  2 |   24   38   48   49 | 16  2 | 129.160     -1.140  1.392 |     22.976    127.100   -181.285    0.135 |
   40 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.667      8.147 -0.326 |      0.632     -0.214   1151.708    0.938 |
   41 |   310 -       K_S0 |  1 |    0    1   -1   -1 |  2  0 |   2.847      0.128  1.026 |      1.476      2.434      0.365    0.498 |
   42 |  2212 -         p+ |  1 |    0   23   -1   -1 |  8  0 |   0.738      3.273 -0.222 |      0.720     -0.162      9.726    0.938 |
   43 |   310 -       K_S0 |  1 |    0   23   -1   -1 |  8  0 |  11.265      0.169 -2.552 |     -9.362     -6.265      1.911    0.498 |
   44 |   310 -       K_S0 |  1 |   24   38   -1   -1 | 16  0 |  13.942     -1.003  1.194 |      5.125     12.966    -16.460    0.498 |
   45 |   310 -       K_S0 |  1 |   24   38   -1   -1 | 16  0 |  15.835     -1.094  1.356 |      3.379     15.470    -20.986    0.498 |
   46 |   111 -        pi0 |  2 |   24   38   50   50 | 16  1 |  29.709     -0.972  1.276 |      8.640     28.425    -33.642    0.135 |
   47 |   111 -        pi0 |  2 |   24   38   51   51 | 16  1 |  16.079     -1.130  1.367 |      3.254     15.747    -22.304    0.135 |
   48 |    22 -      gamma |  1 |   39   39   -1   -1 |  1  0 | 117.035     -1.140  1.392 |     20.848    115.163   -164.311   -0.000 |
   49 |    22 -      gamma |  1 |   39   39   -1   -1 |  1  0 |  12.125     -1.138  1.394 |      2.128     11.937    -16.974   -0.000 |
   50 |    22 -      gamma |  1 |   46   46   -1   -1 |  1  0 |  20.656     -0.974  1.274 |      6.051     19.750    -23.454    0.000 |
   51 |    22 -      gamma |  1 |   47   47   -1   -1 |  1  0 |  13.258     -1.134  1.368 |      2.666     12.987    -18.472    0.000 |
Begin processing the 3rd record. Run 1, Event 3, LumiSection 1 at 04-Jul-2016 14:32:07.298 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   26 |  0 25 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   41 |  0 17 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |     2 -          u | 21 |    0    0    4    4 |  1  1 |   0.000  25327.215  0.000 |      0.000      0.000   2571.215    0.000 |
    3 |    -1 -       dbar | 21 |    1    1    4    4 |  1  1 |   0.000 -24858.766  0.000 |      0.000      0.000  -2102.766    0.000 |
    4 | 9900024 -       W_R+ | 22 |    2    3    5    5 |  2  1 |   0.000  23224.449  0.000 |      0.000      0.000    468.449 4650.447 |
    5 | 9900024 -       W_R+ | 62 |    4    4    6    7 |  1  2 |  78.660      2.539 -0.361 |     73.583    -27.801    494.934 4650.447 |
    6 |   -11 -         e+ |  1 |    5    5   -1   -1 |  1  0 | 1365.627      0.116  0.842 |    909.905   1018.337    158.286    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5    8   10 |  1  3 | 1339.342      0.249 -2.245 |   -836.322  -1046.138    336.648 3000.002 |
    8 |   -11 -         e+ |  1 |    7    7   -1   -1 |  1  0 | 1036.801     -0.717  2.689 |   -932.333    453.555   -808.599    0.001 |
    9 |     1 -          d | 23 |    7    7   37   39 |  1  6 | 105.019      1.239 -3.016 |   -104.194    -13.141    166.041    0.330 |
   10 |    -2 -       ubar | 23 |    7    7   11   11 |  1  1 | 1499.972      0.614 -1.437 |    200.206  -1486.551    979.207    0.330 |
   11 |    -2 -       ubar | 52 |   10   10   12   18 |  1  9 | 1426.899      0.614 -1.437 |    190.452  -1414.131    931.503    0.330 |
   12 |    -2 -       ubar | 52 |   11   11   14   67 |  1  2 | 1086.780      0.606 -1.428 |    154.547  -1075.735    699.941    0.330 |
   13 |     4 -          c | 73 |    0    0   44   44 |  1  1 |   5.159      2.825 -0.105 |      5.131     -0.542     43.326    1.765 |
   14 |   221 -        eta |  2 |   11   12   53   54 |  2  2 | 226.205      0.604 -1.427 |     32.519   -223.855    145.192    0.548 |
   15 |     1 -          d | 71 |    9    9   17   56 |  1  2 |  23.448      1.021 -1.912 |     -7.846    -22.096     28.316    0.330 |
   16 |    -2 -       ubar | 71 |   11   11   17   56 |  1  2 |  56.874      0.679 -1.650 |     -4.476    -56.697     41.684    0.330 |
   17 |   111 -        pi0 |  2 |   15   16   55   55 |  2  1 |  18.177      1.009 -1.908 |     -6.015    -17.153     21.613    0.135 |
   18 |     2 -          u | 71 |   11   11   47   24 |  1  3 |  21.939      0.812 -1.633 |     -1.360    -21.896     19.828    0.330 |
   19 |    21 -          g | 71 |   11   11   47   24 |  1  3 |  37.000      0.638 -1.476 |      3.512    -36.833     25.234    0.000 |
   20 |    21 -          g | 71 |   11   11   47   24 |  1  3 |  24.903      0.633 -1.430 |      3.487    -24.657     16.839    0.000 |
   21 |    21 -          g | 71 |   11   11   47   24 |  1  3 |  60.186      0.601 -1.415 |      9.354    -59.455     38.360    0.000 |
   22 |    -2 -       ubar | 71 |   11   11   47   24 |  1  3 |  73.128      0.608 -1.434 |     10.004    -72.441     47.270    0.330 |
   23 |   221 -        eta |  2 |   18   22   57   58 |  5  2 |  76.520      0.611 -1.443 |      9.725    -75.900     49.721    0.548 |
   24 |   111 -        pi0 |  2 |   18   22   59   60 |  5  2 |  38.028      0.608 -1.415 |      5.898    -37.568     24.563    0.135 |
   25 |    21 -          g | 71 |    0    0   27   27 |  1  1 |   8.447      1.892  2.189 |     -4.895      6.884     27.380    0.253 |
   26 |    -4 -       cbar | 71 |    0    1   27   27 |  2  1 |   1.737      4.033 -0.449 |      1.565     -0.754     48.983    1.955 |
   27 |  -421 -      Dbar0 |  2 |    0   26   -1   -1 |  3  0 |   1.469      4.074 -0.547 |      1.255     -0.765     43.178    1.865 |
   28 |    21 -          g | 71 |    0    0   35   49 |  1  4 |   6.727      1.505  3.113 |     -6.724      0.193     14.401    0.000 |
   29 |    21 -          g | 71 |    0    0   35   49 |  1  4 |   6.565      1.365 -3.102 |     -6.560     -0.262     12.012    0.000 |
   30 |    21 -          g | 71 |    0    0   35   49 |  1  4 |   5.443      1.160  2.825 |     -5.172      1.695      7.825    0.000 |
   31 |    21 -          g | 71 |    0    0   35   49 |  1  4 |   6.267      1.079  2.969 |     -6.174      1.075      8.151    0.000 |
   32 |    21 -          g | 71 |    0    0   35   49 |  1  4 |  18.102      1.193  3.027 |    -17.984      2.066     27.100    0.000 |
   33 |    21 -          g | 71 |    0    0   35   49 |  1  4 |   7.579      1.255 -3.134 |     -7.579     -0.056     12.208    0.000 |
   34 |    21 -          g | 71 |    0    0   35   49 |  1  4 |   5.843      1.742  2.473 |     -4.584      3.623     16.169   -0.000 |
   35 |  2212 -         p+ |  1 |    1   34   -1   -1 |  9  0 |   9.383      1.293  2.984 |     -9.267      1.471     15.809    0.938 |
   36 |  2212 -         p+ |  1 |    1   34   -1   -1 |  9  0 |   2.549      1.115  2.530 |     -2.087      1.464      3.467    0.938 |
   37 |     1 -          d | 71 |    9    9   50   50 |  1  1 |  13.010      2.817  2.917 |    -12.682      2.901    108.396    0.330 |
   38 |    21 -          g | 71 |    9    9   50   50 |  1  1 |  11.982      0.451 -2.445 |     -9.187     -7.692      5.588    0.000 |
   39 |    21 -          g | 71 |    9    9   50   50 |  1  1 |   9.415      0.551 -2.316 |     -6.387     -6.918      5.455    0.000 |
   40 |    -1 -       dbar | 71 |    9    9   50   50 |  1  1 |  63.144      0.497 -2.348 |    -44.265    -45.031     32.703    0.330 |
   41 |     2 -          u | 71 |    1    1   61   66 |  1  5 |   0.136     -1.755 -1.897 |     -0.044     -0.129     -0.383    0.330 |
   42 |    -1 -       dbar | 71 |    0    1   61   66 |  2  5 |   1.241     -0.799 -1.154 |      0.502     -1.135     -1.101    0.330 |
   43 |  2212 -         p+ |  1 |   41   42   -1   -1 |  4  0 |   1.790     -2.560 -2.636 |     -1.566     -0.866    -11.508    0.938 |
   44 |     4 -          c | 71 |   13   13   46   51 |  1  2 |   5.159      2.825 -0.105 |      5.131     -0.542     43.326    1.765 |
   45 |    -1 -       dbar | 71 |    1    1   46   51 |  1  2 |   5.593     -3.409  0.373 |      5.209      2.036    -84.416    0.330 |
   46 |   411 -         D+ |  2 |   44   45   63   64 |  4  2 |   3.659      2.876 -0.170 |      3.606     -0.620     32.356    1.870 |
   47 |   310 -       K_S0 |  1 |   18   22   -1   -1 |  5  0 |   1.829      0.812 -1.738 |     -0.304     -1.803      1.655    0.498 |
   48 |   310 -       K_S0 |  1 |    1   34   -1   -1 |  9  0 |   1.143      1.334  2.073 |     -0.550      1.001      2.017    0.498 |
   49 |   310 -       K_S0 |  1 |    1   34   -1   -1 |  9  0 |   1.205      1.971  1.972 |     -0.471      1.109      4.240    0.498 |
   50 |  2212 -         p+ |  1 |   37   40   -1   -1 |  5  0 |   9.329      0.442 -2.358 |     -6.606     -6.587      4.255    0.938 |
   51 |  2212 -         p+ |  1 |   44   45   -1   -1 |  4  0 |   2.396      1.540  0.046 |      2.394      0.110      5.330    0.938 |
