04-Jul-2016 14:15:30 CEST  Initiating request to open file file:/afs/cern.ch/work/s/skalafut/public/WR_starting2015/miniAOD/WR_signal_MC/WRToNuEToEEJJ_MW-2000_MNu-1000_TuneCUETP8M1_pythia8_13TeV_3.root
04-Jul-2016 14:15:34 CEST  Successfully opened file file:/afs/cern.ch/work/s/skalafut/public/WR_starting2015/miniAOD/WR_signal_MC/WRToNuEToEEJJ_MW-2000_MNu-1000_TuneCUETP8M1_pythia8_13TeV_3.root
Begin processing the 1st record. Run 1, Event 6442, LumiSection 58 at 04-Jul-2016 14:15:35.772 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
   52 |    22 -      gamma |  1 |   42   42   -1   -1 |  1  0 |  11.411     -0.090 -3.074 |    -11.385     -0.766     -1.024   -0.000 |
   53 |    22 -      gamma |  1 |   42   42   -1   -1 |  1  0 |  19.721     -0.081 -3.076 |    -19.679     -1.286     -1.595   -0.000 |
   54 |    22 -      gamma |  1 |   43   43   -1   -1 |  1  0 |  60.324     -0.085 -3.075 |    -60.192     -3.995     -5.156   -0.000 |
   55 |    22 -      gamma |  1 |   43   43   -1   -1 |  1  0 |  74.428     -0.087 -3.074 |    -74.258     -5.031     -6.470   -0.000 |
   56 |   -11 -         e+ |  1 |   46   46   -1   -1 |  1  0 |   0.318     -0.739 -2.386 |     -0.231     -0.218     -0.257    0.001 |
   57 |    12 -       nu_e |  1 |   46   46   -1   -1 |  1  0 |   0.609      0.442 -2.102 |     -0.308     -0.525      0.278    0.000 |
   58 |    22 -      gamma |  1 |   47   47   -1   -1 |  1  0 |  12.644     -0.095 -3.059 |    -12.601     -1.040     -1.201    0.000 |
   59 |   310 -       K_S0 |  1 |   46   46   -1   -1 |  1  0 |   1.575      0.148  3.036 |     -1.566      0.167      0.234    0.498 |
Begin processing the 2nd record. Run 1, Event 6443, LumiSection 58 at 04-Jul-2016 14:15:38.537 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   18 |  0  3 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   34 |  0  4 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    -1 -       dbar | 21 |    0    0    4    4 |  1  1 |   0.000  23254.051  0.000 |      0.000      0.000    498.051    0.000 |
    3 |     2 -          u | 21 |    1    1    4    4 |  1  1 |   0.000 -25113.359  0.000 |      0.000      0.000  -2357.359    0.000 |
    4 | 9900024 -       W_R+ | 22 |    2    3    5    5 |  2  1 |   0.000 -24615.309  0.000 |      0.000      0.000  -1859.309 2167.103 |
    5 | 9900024 -       W_R+ | 62 |    4    4    6    7 |  1  2 |  21.848     -5.145 -2.121 |    -11.417    -18.628  -1874.081 2167.103 |
    6 |   -11 -         e+ | 23 |    5    5    8    9 |  1  2 | 851.786     -0.718 -0.637 |    684.891   -506.423   -665.964    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5   10   10 |  1  1 | 850.170     -1.150  2.531 |   -696.308    487.795  -1208.117  999.997 |
    8 |   -11 -         e+ |  1 |    6    6   -1   -1 |  1  0 | 851.781     -0.718 -0.637 |    684.887   -506.420   -665.960    0.001 |
    9 |    22 -      gamma |  1 |    6    6   -1   -1 |  1  0 |   0.005     -0.718 -0.637 |      0.004     -0.003     -0.004   -0.000 |
   10 | 9900012 -      nu_Re | 52 |    7    7   11   13 |  1  3 | 850.170     -1.150  2.531 |   -696.308    487.795  -1208.117  999.997 |
   11 |    11 -         e- | 23 |   10   10   16   15 |  1  3 | 463.959     -1.034  2.154 |   -255.599    387.205   -569.844    0.001 |
   12 |    -3 -       sbar | 23 |   10   10   14   14 |  1  1 | 609.153     -0.843 -3.126 |   -609.081     -9.391   -576.462    0.500 |
   13 |     4 -          c | 23 |   10   10   19   27 |  1 12 | 201.110     -0.303  0.579 |    168.372    109.982    -61.811    1.500 |
   14 |    -3 -       sbar | 52 |   12   12   30   29 |  1  3 | 594.059     -0.843 -3.126 |   -593.989     -9.159   -562.178    0.500 |
   15 |    22 -      gamma |  1 |   11   11   -1   -1 |  1  0 |   0.035     -1.034  2.154 |     -0.019      0.029     -0.043   -0.000 |
   16 |    11 -         e- |  1 |   11   11   -1   -1 |  1  0 | 463.919     -1.034  2.154 |   -255.577    387.171   -569.794    0.001 |
   17 |    22 -      gamma |  1 |   11   11   -1   -1 |  1  0 |   0.006     -1.034  2.154 |     -0.003      0.005     -0.008   -0.000 |
   18 |  2212 -         p+ |  1 |    0    0   -1   -1 |  1  0 |   1.150      8.829 -2.452 |     -0.888     -0.732   3927.112    0.938 |
   19 |     4 -          c | 71 |   13   13   23   23 |  1  1 | 137.120     -0.263  0.542 |    117.497     70.685    -36.476    1.500 |
   20 |    21 -          g | 71 |   13   13   23   23 |  1  1 |   7.607     -0.254  0.496 |      6.690      3.622     -1.952    0.000 |
   21 |    21 -          g | 71 |   13   13   23   23 |  1  1 |  21.228     -0.235  0.583 |     17.727     11.679     -5.029    0.000 |
   22 |    -3 -       sbar | 71 |   13   13   23   23 |  1  1 |   6.169     -0.522  1.054 |      3.047      5.365     -3.368    0.500 |
   23 |   421 -         D0 |  2 |   19   22   -1   -1 |  5  0 |  72.490     -0.259  0.538 |     62.256     37.136    -18.958    1.865 |
   24 |    21 -          g | 71 |    0    0   -1   -1 |  1  0 |   7.300      3.809 -2.029 |     -3.229     -6.547    164.510    0.000 |
   25 |    21 -          g | 71 |   13   13   35   31 |  1  4 |   9.139     -0.365  0.733 |      6.795      6.112     -3.409    0.000 |
   26 |    21 -          g | 71 |   13   13   35   31 |  1  4 |   5.636     -1.651 -2.992 |     -5.574     -0.838    -14.149    0.573 |
   27 |    21 -          g | 71 |   13   13   35   31 |  1  4 |   6.188     -0.773 -3.106 |     -6.184     -0.223     -5.272    0.000 |
   28 |    21 -          g | 71 |   14   14   35   31 |  1  4 | 171.044     -0.845 -3.127 |   -171.026     -2.515   -162.358    0.000 |
   29 |    21 -          g | 71 |   14   14   35   31 |  1  4 |  47.633     -0.855 -3.124 |    -47.625     -0.854    -45.847    0.000 |
   30 |    -3 -       sbar | 71 |   14   14   35   31 |  1  4 | 362.160     -0.840 -3.126 |   -362.117     -5.574   -341.364    1.071 |
   31 |   223 -      omega |  2 |   13   30   38   39 |  7  2 | 176.362     -0.846 -3.130 |   -176.350     -1.981   -167.590    0.785 |
   32 |    21 -          g | 71 |    1    1   -1   -1 |  1  0 |  10.226     -1.923 -0.327 |      9.686     -3.281    -34.245    0.000 |
   33 |    21 -          g | 71 |    1    1   -1   -1 |  1  0 |   5.943     -2.488 -0.202 |      5.822     -1.193    -35.516    0.000 |
   34 |    21 -          g | 71 |    1    1   -1   -1 |  1  0 |  11.371     -4.158  2.028 |     -5.018     10.203   -363.540    0.000 |
   35 |   310 -       K_S0 |  1 |   13   30   -1   -1 |  7  0 |   2.621     -0.338  1.271 |      0.773      2.505     -0.903    0.498 |
   36 |   310 -       K_S0 |  1 |   13   30   -1   -1 |  7  0 |   3.605     -0.210  0.887 |      2.278      2.794     -0.762    0.498 |
   37 |   111 -        pi0 |  2 |   13   30   40   41 |  7  2 |  24.871     -0.831 -3.117 |    -24.863     -0.611    -23.143    0.135 |
   38 |   111 -        pi0 |  2 |   31   31   42   43 |  1  2 |  55.400     -0.844 -3.136 |    -55.399     -0.294    -52.491    0.135 |
   39 |    22 -      gamma |  1 |   31   31   -1   -1 |  1  0 | 120.963     -0.847 -3.128 |   -120.951     -1.687   -115.100   -0.000 |
   40 |    22 -      gamma |  1 |   37   37   -1   -1 |  1  0 |  12.084     -0.837 -3.117 |    -12.081     -0.292    -11.337   -0.000 |
   41 |    22 -      gamma |  1 |   37   37   -1   -1 |  1  0 |  12.787     -0.826 -3.117 |    -12.783     -0.319    -11.807   -0.000 |
   42 |    22 -      gamma |  1 |   38   38   -1   -1 |  1  0 |  14.174     -0.846 -3.140 |    -14.173     -0.025    -13.471   -0.000 |
   43 |    22 -      gamma |  1 |   38   38   -1   -1 |  1  0 |  41.227     -0.843 -3.135 |    -41.226     -0.269    -39.019   -0.000 |
Begin processing the 3rd record. Run 1, Event 6444, LumiSection 58 at 04-Jul-2016 14:15:38.538 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   40 |  0  3 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   41 |  0  9 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |     2 -          u | 21 |    0    0    4    4 |  1  1 |   0.000  23570.279  0.000 |      0.000      0.000    814.279    0.000 |
    3 |    -1 -       dbar | 21 |    1    1    4    4 |  1  1 |   0.000 -23939.174  0.000 |      0.000      0.000  -1183.174    0.000 |
    4 | 9900024 -       W_R+ | 22 |    2    3    5    5 |  2  1 |   0.000 -23124.893  0.000 |      0.000      0.000   -368.893 1963.094 |
    5 | 9900024 -       W_R+ | 62 |    4    4    6    7 |  1  2 |  69.288     -2.389  1.320 |     17.179     67.125   -374.717 1963.094 |
    6 |   -11 -         e+ |  1 |    5    5   -1   -1 |  1  0 | 585.727      0.522  0.491 |    516.518    276.198    319.751    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5    8   10 |  1  3 | 541.342     -1.068 -2.745 |   -499.339   -209.073   -694.468 1000.000 |
    8 |   -11 -         e+ |  1 |    7    7   -1   -1 |  1  0 | 122.220      0.147  2.392 |    -89.475     83.258     18.070    0.001 |
    9 |     5 -          b | 23 |    7    7   31   35 |  1  8 | 593.103     -0.674 -3.137 |   -593.096     -2.894   -430.464    4.800 |
   10 |    -6 -       tbar | 22 |    7    7   11   11 |  1  1 | 342.560     -0.751 -1.006 |    183.232   -289.437   -282.073  172.238 |
   11 |    -6 -       tbar | 52 |   10   10   12   12 |  1  1 | 342.203     -0.751 -1.007 |    183.004   -289.158   -281.838  172.238 |
   12 |    -6 -       tbar | 52 |   11   11   13   13 |  1  1 | 340.075     -0.752 -1.007 |    181.635   -287.506   -280.429  172.238 |
   13 |    -6 -       tbar | 52 |   12   12   14   14 |  1  1 | 337.130     -0.754 -1.009 |    179.545   -285.343   -278.787  172.238 |
   14 |    -6 -       tbar | 52 |   13   13   15   16 |  1  2 | 334.009     -0.754 -1.011 |    177.377   -283.019   -276.547  172.238 |
   15 |   -24 -         W- | 22 |   14   14   17   18 |  1  2 | 231.097     -0.437 -1.077 |    109.508   -203.504   -104.305   77.235 |
   16 |    -5 -       bbar | 23 |   14   14   36   36 |  1  1 | 104.541     -1.274 -0.864 |     67.869    -79.515   -172.242    4.800 |
   17 |     3 -          s | 23 |   15   15   24   30 |  1  5 | 143.815     -0.405 -1.344 |     32.403   -140.117    -59.926    0.500 |
   18 |    -4 -       cbar | 23 |   15   15   19   19 |  1  1 |  99.815     -0.431 -0.688 |     77.105    -63.387    -44.379    1.500 |
   19 |    -4 -       cbar | 52 |   18   18   28   30 |  1  6 |  97.985     -0.431 -0.688 |     75.690    -62.225    -43.565    1.500 |
   20 |     2 -          u | 72 |    1    1   44   40 |  1  2 |  25.434     -2.560 -2.149 |    -13.910    -21.293   -163.494    0.330 |
   21 |    21 -          g | 72 |    1    1   44   40 |  1  2 |   9.300     -2.603 -2.046 |     -4.256     -8.269    -62.430   -0.000 |
   22 |    21 -          g | 72 |    1    1   44   40 |  1  2 |   5.294     -2.650 -1.924 |     -1.833     -4.967    -37.272   -0.000 |
   23 |    -2 -       ubar | 71 |    1    1   42   42 |  1  1 |   9.118     -2.639 -2.155 |     -5.031     -7.604    -63.511    0.330 |
   24 |     3 -          s | 71 |   17   17   43   30 |  1  3 | 117.398     -0.436 -1.319 |     29.303   -113.683    -52.873    0.500 |
   25 |    21 -          g | 71 |   17   17   43   30 |  1  3 |  24.467     -0.278 -1.420 |      3.681    -24.189     -6.888    0.000 |
   26 |    21 -          g | 71 |   19   19   43   30 |  1  3 |  27.844     -0.437 -0.700 |     21.292    -17.943    -12.550   -0.000 |
   27 |    21 -          g | 71 |   19   19   43   30 |  1  3 |  15.747     -0.382 -0.713 |     11.907    -10.304     -6.162    0.000 |
   28 |    -4 -       cbar | 71 |   19   19   43   30 |  1  3 |  49.422     -0.452 -0.674 |     38.605    -30.858    -23.098    1.500 |
   29 |   111 -        pi0 |  2 |   24   28   45   45 |  7  1 |  13.994     -0.360 -0.716 |     10.555     -9.188     -5.141    0.135 |
   30 |  -413 -        D*- |  2 |   24   28   46   46 |  7  1 |  45.321     -0.441 -0.688 |     35.025    -28.762    -20.653    2.010 |
   31 |     5 -          b | 71 |    9    9   37   39 |  1  3 | 386.718     -0.685  3.118 |   -386.611      9.120   -286.043    4.800 |
   32 |    21 -          g | 71 |    9    9   37   39 |  1  3 |  59.160     -0.696 -3.089 |    -59.079     -3.095    -44.575    0.380 |
   33 |    21 -          g | 71 |    9    9   37   39 |  1  3 |  16.234     -0.639 -3.066 |    -16.187     -1.231    -11.093    0.000 |
   34 |    21 -          g | 71 |    9    9   37   39 |  1  3 | 104.964     -0.634 -3.112 |   -104.919     -3.104    -71.142    0.346 |
   35 |    21 -          g | 71 |    9    9   37   39 |  1  3 |   7.457     -0.485 -3.098 |     -7.450     -0.321     -3.763   -0.000 |
   36 |    -5 -       bbar | 71 |   16   16   37   39 |  1  3 | 104.541     -1.274 -0.864 |     67.869    -79.515   -172.242    4.800 |
   37 |  -523 -        B*- |  2 |   31   36   47   47 |  7  1 | 388.002     -0.685  3.119 |   -387.900      8.909   -286.844    5.325 |
   38 |   111 -        pi0 |  2 |   31   36   48   48 |  7  1 |  15.140     -0.717 -3.079 |    -15.110     -0.950    -11.811    0.135 |
   39 |   513 -        B*0 |  2 |   31   36   49   49 |  7  1 | 101.987     -1.275 -0.867 |     66.010    -77.743   -168.181    5.325 |
   40 |  2212 -         p+ |  1 |   20    0   -1   -1 |  5  0 |   0.789      0.159  0.939 |      0.466      0.637      0.126    0.938 |
   41 |  2212 -         p+ |  1 |    1    1   -1   -1 |  1  0 |   1.045     -8.737  0.007 |      1.045      0.007  -3253.936    0.938 |
   42 |  2212 -         p+ |  1 |    1   23   -1   -1 |  2  0 |   0.618     -4.547 -0.862 |      0.402     -0.469    -29.142    0.938 |
   43 |   111 -        pi0 |  2 |   24   28   50   50 |  7  1 |  18.421     -0.415 -1.330 |      4.384    -17.891     -7.866    0.135 |
   44 |   310 -       K_S0 |  1 |   20    0   -1   -1 |  5  0 |   1.356     -1.060 -1.004 |      0.728     -1.144     -1.723    0.498 |
   45 |    22 -      gamma |  1 |   29   29   -1   -1 |  1  0 |  11.402     -0.358 -0.720 |      8.569     -7.521     -4.164    0.000 |
   46 |  -421 -      Dbar0 |  2 |   30   30   -1   -1 |  1  0 |  42.910     -0.441 -0.688 |     33.157    -27.238    -19.561    1.865 |
   47 |  -521 -         B- |  2 |   37   37   51   51 |  1  1 | 384.214     -0.685  3.119 |   -384.113      8.788   -284.081    5.279 |
   48 |    22 -      gamma |  1 |   38   38   -1   -1 |  1  0 |  14.665     -0.718 -3.077 |    -14.635     -0.941    -11.455   -0.000 |
   49 |   511 -         B0 |  2 |   39   39   52   53 |  1  2 | 101.780     -1.274 -0.867 |     65.880    -77.582   -167.782    5.280 |
   50 |    22 -      gamma |  1 |   43   43   -1   -1 |  1  0 |  17.506     -0.413 -1.331 |      4.155    -17.005     -7.446    0.000 |
   51 |   423 -        D*0 |  2 |   47   47   54   54 |  1  1 | 219.268     -0.689  3.117 |   -219.204      5.304   -163.205    2.007 |
   52 |  -431 -       D_s- |  2 |   49   49   56   56 |  1  1 |  60.313     -1.270 -0.838 |     40.351    -44.827    -98.931    1.968 |
   53 |   411 -         D+ |  2 |   49   49   57   57 |  1  1 |  41.529     -1.279 -0.909 |     25.529    -32.755    -68.851    1.870 |
   54 |   421 -         D0 |  2 |   51   51   58   55 |  1  2 | 207.110     -0.689  3.118 |   -207.050      4.985   -154.176    1.865 |
   55 |   111 -        pi0 |  2 |   54   54   59   59 |  1  1 |  25.079     -0.675  3.121 |    -25.074      0.507    -18.232    0.135 |
   56 |   111 -        pi0 |  2 |   52   52   60   60 |  1  1 |  11.861     -1.261 -0.795 |      8.307     -8.467    -19.238    0.135 |
   57 |   310 -       K_S0 |  1 |   53   53   -1   -1 |  1  0 |   6.430     -1.308 -0.902 |      3.984     -5.046    -11.020    0.498 |
   58 |   111 -        pi0 |  2 |   54   54   61   62 |  1  2 |  38.303     -0.700  3.117 |    -38.292      0.938    -29.061    0.135 |
   59 |    22 -      gamma |  1 |   55   55   -1   -1 |  1  0 |  21.018     -0.675  3.124 |    -21.015      0.375    -15.286    0.000 |
   60 |    22 -      gamma |  1 |   56   56   -1   -1 |  1  0 |  10.365     -1.265 -0.794 |      7.268     -7.390    -16.892    0.000 |
   61 |    22 -      gamma |  1 |   58   58   -1   -1 |  1  0 |  19.535     -0.702  3.120 |    -19.530      0.419    -14.862   -0.000 |
   62 |    22 -      gamma |  1 |   58   58   -1   -1 |  1  0 |  18.769     -0.698  3.114 |    -18.762      0.518    -14.199   -0.000 |
Begin processing the 4th record. Run 1, Event 6445, LumiSection 58 at 04-Jul-2016 14:15:38.539 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   37 |  0  5 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   33 |  0  8 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |     3 -          s | 21 |    0    0    4    4 |  1  1 |   0.000  23519.369  0.000 |      0.000      0.000    763.369    0.000 |
    3 |    -2 -       ubar | 21 |    1    1    4    4 |  1  1 |   0.000 -24087.773  0.000 |      0.000      0.000  -1331.773    0.000 |
    4 | -9900024 -       W_R- | 22 |    2    3    5    5 |  2  1 |   0.000 -23324.402  0.000 |      0.000      0.000   -568.402 2016.567 |
    5 | -9900024 -       W_R- | 62 |    4    4    6    7 |  1  2 |  63.176     -2.937  2.419 |    -47.383     41.785   -594.021 2016.567 |
    6 |    11 -         e- |  1 |    5    5   -1   -1 |  1  0 | 762.726     -0.160 -2.691 |   -686.590   -332.182   -122.573    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5    8   10 |  1  3 | 740.565     -0.600  0.529 |    639.206    373.967   -471.449  999.999 |
    8 |    11 -         e- | 23 |    7    7   13   14 |  1  2 | 270.418     -0.754  1.862 |    -77.562    259.056   -223.649    0.001 |
    9 |    -5 -       bbar | 23 |    7    7   29   32 |  1  5 | 619.017     -0.597  0.174 |    609.665    107.200   -391.712    4.800 |
   10 |     6 -          t | 22 |    7    7   11   11 |  1  1 | 107.381      1.103  0.072 |    107.104      7.712    143.913  169.894 |
   11 |     6 -          t | 52 |   10   10   12   12 |  1  1 | 107.380      1.102  0.072 |    107.102      7.714    143.859  169.894 |
   12 |     6 -          t | 52 |   11   11   15   15 |  1  1 | 107.398      1.101  0.072 |    107.120      7.717    143.673  169.894 |
   13 |    11 -         e- |  1 |    8    8   -1   -1 |  1  0 | 269.411     -0.754  1.862 |    -77.270    258.093   -222.811    0.001 |
